PlotName	TypeOfName	Family	Genus	Species	PlotType	MinimumElevationMeters	SpeciesName
FakePlot44	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot33	SpeciesName	Fabaceae	Holocalyx	balansae	PP	835	Holocalyx balansae
FakePlot30	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot34	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot17	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot33	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot38	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot24	MorphoSpeciesName	Fabaceae	Ormosia	AM1981	PP	835	Ormosia AM1981
FakePlot50	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot42	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot43	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot29	MorphoSpeciesName	Myrtaceae	Eugenia	SPS11	PP	835	Eugenia SPS11
FakePlot20	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot44	SpeciesName	Fabaceae	Sweetia	fruticosa	PP	835	Sweetia fruticosa
FakePlot45	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot5	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot14	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot27	SpeciesName	Lecythidaceae	Cariniana	ianeirensis	PP	835	Cariniana ianeirensis
FakePlot37	SpeciesName	Malvaceae	Pentaplaris	davidsmithii	PP	835	Pentaplaris davidsmithii
FakePlot22	SpeciesName	Fabaceae	Amburana	cearensis	PP	835	Amburana cearensis
FakePlot31	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot32	MorphoSpeciesName	Sapotaceae	Chrysophyllum	LC1660	PP	835	Chrysophyllum LC1660
FakePlot41	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot31	MorphoSpeciesName	Sapotaceae	Chrysophyllum	LC1660	PP	835	Chrysophyllum LC1660
FakePlot12	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot27	SpeciesName	Sapindaceae	Talisia	hexaphylla	PP	835	Talisia hexaphylla
FakePlot47	SpeciesName	Capparaceae	Cynophalla	amplissima	PP	835	Cynophalla amplissima
FakePlot5	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot44	MorphoSpeciesName	Sapotaceae	Chrysophyllum	LC1660	PP	835	Chrysophyllum LC1660
FakePlot45	SpeciesName	Malvaceae	Ceiba	speciosa	PP	835	Ceiba speciosa
FakePlot45	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot45	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot6	SpeciesName	Capparaceae	Cynophalla	amplissima	PP	835	Cynophalla amplissima
FakePlot8	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot15	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot45	MorphoSpeciesName	Sapotaceae	Chrysophyllum	LC1660	PP	835	Chrysophyllum LC1660
FakePlot47	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot7	SpeciesName	Moraceae	Clarisia	biflora	PP	835	Clarisia biflora
FakePlot39	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot50	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot19	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot26	SpeciesName	Myrtaceae	Psidium	oligospermum	PP	835	Psidium oligospermum
FakePlot21	MorphoSpeciesName	Fabaceae	Ormosia	AM1981	PP	835	Ormosia AM1981
FakePlot13	MorphoSpeciesName	Fabaceae	Ormosia	AM1981	PP	835	Ormosia AM1981
FakePlot22	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot40	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot41	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot17	SpeciesName	Rutaceae	Rauia	resinosa	PP	835	Rauia resinosa
FakePlot28	SpeciesName	Rutaceae	Rauia	resinosa	PP	835	Rauia resinosa
FakePlot18	SpeciesName	Moraceae	Clarisia	biflora	PP	835	Clarisia biflora
FakePlot16	MorphoSpeciesName	Fabaceae	Ormosia	AM1981	PP	835	Ormosia AM1981
FakePlot2	SpeciesName	Capparaceae	Cynophalla	amplissima	PP	835	Cynophalla amplissima
FakePlot17	SpeciesName	Meliaceae	Trichilia	elegans	PP	835	Trichilia elegans
FakePlot33	MorphoSpeciesName	Fabaceae	Ormosia	AM1981	PP	835	Ormosia AM1981
FakePlot34	SpeciesName	Rutaceae	Rauia	resinosa	PP	835	Rauia resinosa
FakePlot42	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot39	SpeciesName	Polygonaceae	Ruprechtia	laxiflora	PP	835	Ruprechtia laxiflora
FakePlot22	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot11	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot3	SpeciesName	Ulmaceae	Ampelocera	ruizii	PP	835	Ampelocera ruizii
FakePlot29	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot22	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot44	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot40	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot24	SpeciesName	Fabaceae	Sweetia	fruticosa	PP	835	Sweetia fruticosa
FakePlot17	SpeciesName	Fabaceae	Holocalyx	balansae	PP	835	Holocalyx balansae
FakePlot10	SpeciesName	Rutaceae	Rauia	resinosa	PP	835	Rauia resinosa
FakePlot8	MorphoSpeciesName	Fabaceae	Ormosia	AM1981	PP	835	Ormosia AM1981
FakePlot18	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot49	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot22	SpeciesName	Euphorbiaceae	Hura	crepitans	PP	835	Hura crepitans
FakePlot12	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot6	SpeciesName	Phyllanthaceae	Astrocasia	jacobinensis	PP	835	Astrocasia jacobinensis
FakePlot19	MorphoSpeciesName	Fabaceae	Ormosia	AM1981	PP	835	Ormosia AM1981
FakePlot7	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot13	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot48	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot2	SpeciesName	Phyllanthaceae	Astrocasia	jacobinensis	PP	835	Astrocasia jacobinensis
FakePlot13	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot3	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot9	SpeciesName	Fabaceae	Holocalyx	balansae	PP	835	Holocalyx balansae
FakePlot36	SpeciesName	Fabaceae	Myrocarpus	venezuelensis	PP	835	Myrocarpus venezuelensis
FakePlot32	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot14	SpeciesName	Capparaceae	Capparidastrum	coimbranum	PP	835	Capparidastrum coimbranum
FakePlot17	SpeciesName	Fabaceae	Albizia	niopoides	PP	835	Albizia niopoides
FakePlot31	SpeciesName	Ulmaceae	Ampelocera	ruizii	PP	835	Ampelocera ruizii
FakePlot32	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot50	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot38	SpeciesName	Bignoniaceae	Fridericia	pearcei	PP	835	Fridericia pearcei
FakePlot50	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot28	SpeciesName	Ulmaceae	Ampelocera	ruizii	PP	835	Ampelocera ruizii
FakePlot38	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot31	SpeciesName	Fabaceae	Myrocarpus	venezuelensis	PP	835	Myrocarpus venezuelensis
FakePlot8	MorphoSpeciesName	Fabaceae	Ormosia	AM1981	PP	835	Ormosia AM1981
FakePlot14	MorphoSpeciesName	Fabaceae	Ormosia	AM1981	PP	835	Ormosia AM1981
FakePlot28	SpeciesName	Cannabaceae	Celtis	loxensis	PP	835	Celtis loxensis
FakePlot8	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot43	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot20	SpeciesName	Fabaceae	Holocalyx	balansae	PP	835	Holocalyx balansae
FakePlot50	SpeciesName	Moraceae	Ficus	trigona	PP	835	Ficus trigona
FakePlot3	MorphoSpeciesName	Fabaceae	Ormosia	AM1981	PP	835	Ormosia AM1981
FakePlot40	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot3	SpeciesName	Juglandaceae	Juglans	boliviana	PP	835	Juglans boliviana
FakePlot2	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot41	MorphoSpeciesName	Sapotaceae	Chrysophyllum	LC1660	PP	835	Chrysophyllum LC1660
FakePlot24	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot2	SpeciesName	Fabaceae	Amburana	cearensis	PP	835	Amburana cearensis
FakePlot22	SpeciesName	Fabaceae	Senegalia	polyphylla	PP	835	Senegalia polyphylla
FakePlot12	SpeciesName	Fabaceae	Amburana	cearensis	PP	835	Amburana cearensis
FakePlot30	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot38	SpeciesName	Euphorbiaceae	Hura	crepitans	PP	835	Hura crepitans
FakePlot35	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot43	SpeciesName	Malvaceae	Ceiba	speciosa	PP	835	Ceiba speciosa
FakePlot15	MorphoSpeciesName	Sapotaceae	Chrysophyllum	LC1660	PP	835	Chrysophyllum LC1660
FakePlot20	SpeciesName	Piperaceae	Piper	tucumanum	PP	835	Piper tucumanum
FakePlot40	MorphoSpeciesName	Sapotaceae	Chrysophyllum	LC1660	PP	835	Chrysophyllum LC1660
FakePlot46	SpeciesName	Juglandaceae	Juglans	boliviana	PP	835	Juglans boliviana
FakePlot22	SpeciesName	Phyllanthaceae	Astrocasia	jacobinensis	PP	835	Astrocasia jacobinensis
FakePlot46	SpeciesName	Fabaceae	Myrocarpus	venezuelensis	PP	835	Myrocarpus venezuelensis
FakePlot39	SpeciesName	Malvaceae	Ceiba	speciosa	PP	835	Ceiba speciosa
FakePlot38	SpeciesName	Moraceae	Clarisia	biflora	PP	835	Clarisia biflora
FakePlot4	SpeciesName	Fabaceae	Myrocarpus	venezuelensis	PP	835	Myrocarpus venezuelensis
FakePlot28	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot12	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot47	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot47	SpeciesName	Ulmaceae	Ampelocera	ruizii	PP	835	Ampelocera ruizii
FakePlot24	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot5	SpeciesName	Meliaceae	Swietenia	macrophylla	PP	835	Swietenia macrophylla
FakePlot30	SpeciesName	Euphorbiaceae	Hura	crepitans	PP	835	Hura crepitans
FakePlot39	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot22	SpeciesName	Fabaceae	Myrocarpus	venezuelensis	PP	835	Myrocarpus venezuelensis
FakePlot15	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot40	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot14	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot4	SpeciesName	Anacardiaceae	Astronium	fraxinifolium	PP	835	Astronium fraxinifolium
FakePlot27	SpeciesName	Urticaceae	Myriocarpa	longipes	PP	835	Myriocarpa longipes
FakePlot46	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot46	SpeciesName	Myrtaceae	Myrcianthes	mato	PP	835	Myrcianthes mato
FakePlot43	SpeciesName	Arecaceae	Syagrus	sancona	PP	835	Syagrus sancona
FakePlot12	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot20	SpeciesName	Ulmaceae	Ampelocera	ruizii	PP	835	Ampelocera ruizii
FakePlot11	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot33	MorphoSpeciesName	Rutaceae	Amyris	VTF36	PP	835	Amyris VTF36
FakePlot37	SpeciesName	Malvaceae	Pentaplaris	davidsmithii	PP	835	Pentaplaris davidsmithii
FakePlot10	SpeciesName	Fabaceae	Senegalia	polyphylla	PP	835	Senegalia polyphylla
FakePlot15	SpeciesName	Fabaceae	Myrocarpus	venezuelensis	PP	835	Myrocarpus venezuelensis
FakePlot44	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot40	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot49	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot44	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot43	MorphoSpeciesName	Sapotaceae	Chrysophyllum	LC1660	PP	835	Chrysophyllum LC1660
FakePlot31	MorphoSpeciesName	Rutaceae	Amyris	VTF36	PP	835	Amyris VTF36
FakePlot13	SpeciesName	Ulmaceae	Ampelocera	ruizii	PP	835	Ampelocera ruizii
FakePlot1	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot23	SpeciesName	Fabaceae	Sweetia	fruticosa	PP	835	Sweetia fruticosa
FakePlot43	SpeciesName	Malvaceae	Ceiba	speciosa	PP	835	Ceiba speciosa
FakePlot26	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot2	SpeciesName	Capparaceae	Cynophalla	amplissima	PP	835	Cynophalla amplissima
FakePlot26	SpeciesName	Lecythidaceae	Cariniana	ianeirensis	PP	835	Cariniana ianeirensis
FakePlot33	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot31	SpeciesName	Fabaceae	Myrocarpus	venezuelensis	PP	835	Myrocarpus venezuelensis
FakePlot25	SpeciesName	Myrtaceae	Psidium	oligospermum	PP	835	Psidium oligospermum
FakePlot40	SpeciesName	Sapindaceae	Talisia	hexaphylla	PP	835	Talisia hexaphylla
FakePlot2	SpeciesName	Fabaceae	Myrocarpus	venezuelensis	PP	835	Myrocarpus venezuelensis
FakePlot42	SpeciesName	Piperaceae	Piper	tucumanum	PP	835	Piper tucumanum
FakePlot24	SpeciesName	Capparaceae	Cynophalla	amplissima	PP	835	Cynophalla amplissima
FakePlot44	SpeciesName	Capparaceae	Cynophalla	amplissima	PP	835	Cynophalla amplissima
FakePlot2	SpeciesName	Sapindaceae	Allophylus	mollis	PP	835	Allophylus mollis
FakePlot7	SpeciesName	Polygonaceae	Ruprechtia	laxiflora	PP	835	Ruprechtia laxiflora
FakePlot12	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot15	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot33	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot12	SpeciesName	Moraceae	Maclura	tinctoria	PP	835	Maclura tinctoria
FakePlot7	SpeciesName	Anacardiaceae	Astronium	fraxinifolium	PP	835	Astronium fraxinifolium
FakePlot24	SpeciesName	Capparaceae	Capparidastrum	coimbranum	PP	835	Capparidastrum coimbranum
FakePlot9	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot40	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot42	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot22	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot15	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot42	SpeciesName	Rubiaceae	Pogonopus	tubulosus	PP	835	Pogonopus tubulosus
FakePlot43	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot49	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot35	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot36	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot45	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot13	SpeciesName	Malvaceae	Ceiba	speciosa	PP	835	Ceiba speciosa
FakePlot3	SpeciesName	Sapindaceae	Talisia	hexaphylla	PP	835	Talisia hexaphylla
FakePlot13	SpeciesName	Fabaceae	Myrocarpus	venezuelensis	PP	835	Myrocarpus venezuelensis
FakePlot38	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot40	SpeciesName	Fabaceae	Amburana	cearensis	PP	835	Amburana cearensis
FakePlot48	SpeciesName	Malvaceae	Ceiba	speciosa	PP	835	Ceiba speciosa
FakePlot46	SpeciesName	Meliaceae	Trichilia	pleeana	PP	835	Trichilia pleeana
FakePlot25	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot16	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot46	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot11	SpeciesName	Cannabaceae	Celtis	loxensis	PP	835	Celtis loxensis
FakePlot35	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot17	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot9	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot29	SpeciesName	Euphorbiaceae	Actinostemon	concolor	PP	835	Actinostemon concolor
FakePlot11	SpeciesName	Piperaceae	Piper	tucumanum	PP	835	Piper tucumanum
FakePlot48	SpeciesName	Moraceae	Clarisia	biflora	PP	835	Clarisia biflora
FakePlot50	SpeciesName	Lauraceae	Ocotea	bofo	PP	835	Ocotea bofo
FakePlot22	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot40	SpeciesName	Rutaceae	Zanthoxylum	tambopatense	PP	835	Zanthoxylum tambopatense
FakePlot41	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot36	SpeciesName	Apocynaceae	Aspidosperma	cylindrocarpon	PP	835	Aspidosperma cylindrocarpon
FakePlot23	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot13	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot46	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot12	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot3	SpeciesName	Urticaceae	Myriocarpa	longipes	PP	835	Myriocarpa longipes
FakePlot47	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot1	SpeciesName	Moraceae	Clarisia	biflora	PP	835	Clarisia biflora
FakePlot9	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot28	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot18	SpeciesName	Urticaceae	Myriocarpa	longipes	PP	835	Myriocarpa longipes
FakePlot44	SpeciesName	Urticaceae	Myriocarpa	longipes	PP	835	Myriocarpa longipes
FakePlot6	SpeciesName	Urticaceae	Myriocarpa	longipes	PP	835	Myriocarpa longipes
FakePlot1	SpeciesName	Rutaceae	Zanthoxylum	tambopatense	PP	835	Zanthoxylum tambopatense
FakePlot19	SpeciesName	Annonaceae	Oxandra	espintana	PP	835	Oxandra espintana
FakePlot1	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot5	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot33	SpeciesName	Rutaceae	Zanthoxylum	tambopatense	PP	835	Zanthoxylum tambopatense
FakePlot31	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
FakePlot33	SpeciesName	Petiveriaceae	Gallesia	integrifolia	PP	835	Gallesia integrifolia
FakePlot17	SpeciesName	Nyctaginaceae	Bougainvillea	modesta	PP	835	Bougainvillea modesta
